INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,SUSPECT_AGE,OFFICER_GENDER,OFFICER_RACE,SNA_NEIGHBORHOOD,CPD_NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD
3713,01/24/2008 10:56:00 AM,2008-109141,LCP080124000643,DISTRICT 5,9826,INJURY TO PRISONER,54XX GARDENVIEW LN,39.1906367009901,-84.5174741616116,MALE,BLACK,JUVENILE,MALE,WHITE,WINTON HILLS,WINTON HILLS,WINTON HILLS
971,03/30/2005 05:00:00 PM,2005-64175,P050891263,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX ELM ST,39.1117837943861,-84.5185008871304,MALE,BLACK,ADULT,MALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-7908,05/04/2004 07:34:00 PM,20040409,P041251347,DISTRICT 3,9826,INJURY TO PRISONER,12XX ILIFF AV,39.1174500429366,-84.580017677959,MALE,BLACK,UNKNOWN,FEMALE,BLACK,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
9003,07/02/2017 04:16:00 PM,2017-226670,LCP170702000992,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,64XX HAMILTON AV,39.2080756671898,-84.5465215318925,FEMALE,BLACK,ADULT,MALE,BLACK,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
459,06/21/2003 02:33:00 AM,2005-60161,P031720244,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,8XX GLENWOOD AV,39.1469628951591,-84.4868467727204,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,NORTH AVONDALE,AVONDALE - NORTH AVONDALE
894,03/11/2005 02:19:00 AM,2005-63054,#P050700138,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,10XX GILBERT AV,39.1075024130245,-84.5041198051026,MALE,BLACK,ADULT,MALE,WHITE,PENDLETON,C. B. D. / RIVERFRONT,DOWNTOWN - PENDLETON
5837,04/11/2011 10:40:00 AM,2011-155296,LCP110411000462,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,7XX STEINER AV,39.0929745808447,-84.5708978290188,MALE,WHITE,ADULT,MALE,WHITE,SEDAMSVILLE,SEDAMSVILLE,SEDAMSVILLE
-7144,07/14/2003 08:55:00 PM,20030569,P031951431,DISTRICT 1,9826,INJURY TO PRISONER,3XX EZZARD CHARLES DR,39.1091020012991,-84.520659034775,MALE,WHITE,UNKNOWN,MALE,WHITE,WEST END,WEST  END,WEST END
-6705,02/13/2003 08:07:00 PM,20030128,P030441412,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,5XX VINE ST,39.1017278392572,-84.513417720729,MALE,BLACK,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-4074,08/11/2000 06:15:00 PM,20000770,P002240880,DISTRICT 5,9826,INJURY TO PRISONER,13XX ELAM ST,39.1381472939378,-84.5384600475757,MALE,BLACK,UNKNOWN,MALE,WHITE,CAMP WASHINGTON,CAMP  WASHINGTON,CAMP WASHINGTON
8365,03/12/2016 11:00:00 PM,2016-211159,LCP160312001626,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,54XX WHETSEL AV,39.1664709596451,-84.3930089812872,MALE,BLACK,ADULT,MALE,TWO OR MORE,MADISONVILLE,MADISONVILLE,MADISONVILLE
-4291,10/11/2000 12:59:00 AM,20000987,P002850051,DISTRICT 1,9826,INJURY TO PRISONER,2XX E CLIFTON AV,39.1148031058653,-84.5142480433877,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
9058,08/10/2017 08:19:00 PM,2017-227996,LCP170810001701,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,4XX MISSOURI AV,39.1189279802813,-84.4342524088575,FEMALE,WHITE,ADULT,MALE,WHITE,COLUMBIA TUSCULUM,COLUMBIA / TUSCULUM,COLUMBIA TUSCULUM
1474,08/21/2005 04:14:00 PM,2005-71822,P052330991,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX E LIBERTY ST,39.1133422884639,-84.5115603946114,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,MOUNT  AUBURN,MOUNT AUBURN
8447,05/17/2016 10:33:00 PM,2016-213217,LCP160517001514,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,58XX KENNEDY AV,39.1770965277404,-84.4153339524759,MALE,BLACK,ADULT,MALE,TWO OR MORE,KENNEDY HEIGHTS,KENNEDY  HEIGHTS,KENNEDY HEIGHTS
5734,02/07/2011 02:08:00 AM,2011-152968,LCP110207000108,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,45XX PADDOCK RD,39.1656454362229,-84.4785534464985,MALE,BLACK,ADULT,MALE,WHITE,NORTH AVONDALE - PADDOCK HILLS,PADDOCK  HILLS,PADDOCK HILLS
4963,10/15/2009 08:15:00 PM,2009-136760,LCP091015001461,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,10XX GILBERT AV,39.1077524130245,-84.5033998051026,MALE,BLACK,ADULT,MALE,WHITE,PENDLETON,C. B. D. / RIVERFRONT,DOWNTOWN - PENDLETON
-6071,05/05/2002 12:30:00 AM,20020324,P021241609,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,23XX STRATFORD AV,39.1270635785911,-84.5237417182729,MALE,WHITE,UNKNOWN,MALE,WHITE,CUF,FAIRVIEW,CUF
7781,03/12/2015 09:53:00 AM,2015-199661,LCP150312000420,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,77XX READING RD,39.2012831095579,-84.455477743968,MALE,BLACK,ADULT,MALE,BLACK,ROSELAWN,ROSELAWN,ROSELAWN
2484,08/05/2006 10:25:00 PM,2006-86530,P062171746,DISTRICT 1,9826,INJURY TO PRISONER,10XX MAIN ST,39.1073391618575,-84.5110492263236,MALE,BLACK,ADULT,MALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-6737,03/10/2003 08:11:00 AM,20030160,P030690279,DISTRICT 3,9826,INJURY TO PRISONER,16XX KELLYWOOD AV,39.1188499389176,-84.597787565897,MALE,WHITE,UNKNOWN,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
8261,01/05/2016 11:24:00 AM,2016-208691,LCP160105000496,DISTRICT 3,9826,INJURY TO PRISONER,36XX WARSAW AV,39.1095726575964,-84.571936814904,MALE,BLACK,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-8113,08/12/2004 12:32:00 PM,20040617,P042250836,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,3XX BRYANT AV,39.1462168541909,-84.518645780149,MALE,BLACK,UNKNOWN,FEMALE,WHITE,CLIFTON,CLIFTON,CLIFTON
6766,12/13/2012 11:53:00 PM,2013-177304,LCP121213001737,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,13XX MAIN ST,39.1107256342831,-84.5114111535077,MALE,WHITE,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-8207,09/16/2004 02:17:00 PM,20040714,P042600990,DISTRICT 1,9826,INJURY TO PRISONER,18XX LINN ST,39.1165110650285,-84.5269962736518,MALE,BLACK,UNKNOWN,FEMALE,WHITE,WEST END,WEST  END,WEST END
-4253,10/04/2000 09:55:00 AM,20000949,P002780467,DISTRICT 3,9825,CHEMICAL IRRITANT,22XX BALTIMORE AV,39.1463520765253,-84.5617778175722,FEMALE,BLACK,UNKNOWN,MALE,BLACK,MILLVALE,EAST  WESTWOOD,EAST WESTWOOD
7399,05/05/2014 01:14:00 PM,2014-190963,LCP140505000630,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX N FRED SHUTTLESWORTH CIR,39.154390882699,-84.4848478007813,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,NORTH AVONDALE,AVONDALE - NORTH AVONDALE
2903,12/24/2006 11:50:00 PM,2006-92686,P0663581080,DISTRICT 2,9825,CHEMICAL IRRITANT,43XX KELLOGG AV,39.100459515949,-84.4324605910197,OTHER,UNKNOWN,UNKNOWN,MALE,BLACK,LINWOOD,EAST  END,EAST END
7572,08/28/2014 05:35:00 PM,2014-194330,LCP140828001213,DISTRICT 3,9826,INJURY TO PRISONER,29XX BOUDINOT AV,39.1375572355379,-84.6057105050455,FEMALE,WHITE,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
206,10/18/2004 11:49:00 PM,2004-50758,P042921645,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,13XX MAIN ST,39.1114141868243,-84.5125523793446,MALE,BLACK,JUVENILE,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
2529,08/22/2006 03:50:00 AM,2006-87264,P062340195,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,6XX LINCOLN AV,39.1340336249276,-84.4967875400928,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-5553,10/13/2001 05:00:00 AM,20010977,P012860298,DISTRICT 1,9825,CHEMICAL IRRITANT,3XX EZZARD CHARLES DR,39.1097320012991,-84.520459034775,MALE,WHITE,UNKNOWN,MALE,WHITE,WEST END,WEST  END,WEST END
3992,06/01/2008 10:16:00 AM,2008-114918,LCP080601000619,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX E MCMILLAN ST,39.1260176189399,-84.4887860639544,MALE,BLACK,ADULT,MALE,BLACK,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-3889,06/24/2000 01:55:00 AM,20000585,P001760182,DISTRICT 4,9825,CHEMICAL IRRITANT,XX E DANIELS ST,39.1312665983604,-84.5086593212397,MALE,BLACK,UNKNOWN,MALE,WHITE,CORRYVILLE,CORRYVILLE,CORRYVILLE
-5365,08/19/2001 12:51:00 AM,20010786,P012310028,DISTRICT 4,9825,CHEMICAL IRRITANT,3XX W GALBRAITH RD,39.2157141458858,-84.488458633166,MALE,BLACK,UNKNOWN,MALE,WHITE,HARTWELL,HARTWELL,HARTWELL
630,03/04/2003 10:37:00 PM,2005-60914,PO40641839,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,1XX GOETHE ST,39.1169014741491,-84.5128404649947,MALE,BLACK,ADULT,MALE,WHITE,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
2123,03/30/2006 01:48:00 AM,2006-80460,P060890143,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX STATE AV,39.1103752795805,-84.5509087707198,MALE,WHITE,ADULT,MALE,WHITE,LOWER PRICE HILL,LOWER PRICE  HILL,LOWER PRICE HILL
8862,04/14/2017 03:05:00 PM,2017-223590,CPD170414001052,CENTRAL BUSINESS DISTRICT,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,6XX WALNUT ST,39.1040025662535,-84.5118423899595,MALE,WHITE,ADULT,FEMALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-4454,11/24/2000 10:45:00 PM,20001151,P003291066,DISTRICT 5,9825,CHEMICAL IRRITANT,1XX CALHOUN ST,39.1272785356974,-84.5130758395527,MALE,BLACK,UNKNOWN,MALE,WHITE,CUF,FAIRVIEW,CUF - HEIGHTS
-4513,12/10/2000 01:58:00 AM,20001211,P003450127,DISTRICT 1,9826,INJURY TO PRISONER,XX W 5TH ST,39.1010628934914,-84.5145849910499,FEMALE,WHITE,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
4348,11/17/2008 01:39:00 AM,2008-123224,LCP081117000077,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,42XX AIRPORT RD,39.1060993489057,-84.4299671745647,MALE,BLACK,ADULT,MALE,BLACK,EAST END,EAST  END,EAST END
-912,08/12/1997 06:40:00 PM,9700563,P972241033,DISTRICT 3,9825,CHEMICAL IRRITANT,26XX BEEKMAN ST,39.1324395942987,-84.5460954779298,MALE,BLACK,UNKNOWN,MALE,WHITE,NORTH FAIRMOUNT,NORTH FAIRMOUNT,NORTH FAIRMOUNT
-6841,04/04/2003 06:25:00 PM,20030265,P030941251,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,2XX GOODMAN ST,39.1363952823833,-84.5025622007899,FEMALE,WHITE,UNKNOWN,FEMALE,WHITE,CORRYVILLE,CORRYVILLE,CORRYVILLE
8674,11/12/2016 03:11:00 PM,2016-219163,LCP161112000675,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,XX W 12TH ST,39.1072406322865,-84.5168707645642,MALE,WHITE,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-6425,10/26/2002 01:35:00 PM,20020680,P022990726,DISTRICT 2,9826,INJURY TO PRISONER,45XX HECTOR AV,39.155078011359,-84.3957237526994,MALE,BLACK,UNKNOWN,MALE,WHITE,MADISONVILLE,MADISONVILLE,MADISONVILLE
3427,09/06/2007 01:49:00 PM,2007-103274,P072490720,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1080699723178,-84.5077396587137,MALE,WHITE,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
8390,03/15/2016 03:04:00 PM,2016-212088,LCP160315000974,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,53XX HOLLAND DR,39.1889059153604,-84.5130877197362,MALE,BLACK,ADULT,MALE,WHITE,WINTON HILLS,WINTON HILLS,WINTON HILLS
9621,10/17/2018 07:09:00 AM,2018-241121,CPD181017000224,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,27XX JEFFERSON AV,39.1312752065605,-84.5106868001417,MALE,WHITE,ADULT,MALE,WHITE,CORRYVILLE,CORRYVILLE,CORRYVILLE
7380,12/22/2013 01:57:00 AM,2014-190704,LCP13122200123,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,11XX ST GREGORY ST,39.1086224439152,-84.4970353295432,MALE,WHITE,ADULT,MALE,BLACK,MT. ADAMS,MOUNT  ADAMS,MOUNT ADAMS
2800,11/29/2006 06:19:00 PM,2006-91913,P063331319,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,41XX APPLE ST,39.1623245099125,-84.5410026737743,MALE,BLACK,JUVENILE,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
5811,03/20/2011 04:20:00 PM,2011-154466,LCP110320000746,DISTRICT 2,8223,WEAPON DISCHARGE AT AN ANIMAL,38XX DUNLOE AV,39.1820712994687,-84.4072910381331,MALE,BLACK,ADULT,MALE,BLACK,KENNEDY HEIGHTS,KENNEDY  HEIGHTS,KENNEDY HEIGHTS
-614,03/22/1997 02:03:00 AM,9700258,P970810179,DISTRICT 5,9826,INJURY TO PRISONER,47XX ESTE AV,39.1763220558769,-84.5094016887635,MALE,BLACK,UNKNOWN,MALE,WHITE,WINTON HILLS,WINTON HILLS,WINTON HILLS
10012,07/25/2019 11:16:00 PM,2019-249061,CPD190725001732,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,25XX HARRISON AV,39.1420852354302,-84.5833300377156,MALE,BLACK,JUVENILE,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
5531,09/12/2010 02:29:00 AM,2010-148075,LCP100912000197,DISTRICT 2,9825,CHEMICAL IRRITANT,18XX DANA AV,39.1467728095309,-84.4668066009389,FEMALE,BLACK,ADULT,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON
5078,12/29/2009 12:59:00 PM,2009-139191,LCP091229000553,DISTRICT 5,8223,WEAPON DISCHARGE AT AN ANIMAL,11XX S LYNNEBROOK DR,39.1957878801239,-84.5378205164726,FEMALE,BLACK,ADULT,MALE,BLACK,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
7682,11/23/2014 03:14:00 AM,2014-196652,LCP141123000221,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,30XX GLENMORE AV,39.1412425969708,-84.6146034854784,MALE,WHITE,ADULT,MALE,BLACK,WESTWOOD,WESTWOOD,WESTWOOD
2593,09/12/2006 03:40:00 PM,2006-88278,P062550930,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX YORK ST,39.1172596709156,-84.5283797526007,MALE,BLACK,ADULT,MALE,BLACK,WEST END,WEST  END,WEST END
1477,07/22/2005 01:39:00 AM,2005-71927,P052030135,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,6XX FOREST AV,39.1451573844249,-84.4921804888699,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
5053,12/13/2009 04:12:00 AM,2009-138722,LCP 091213000233,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,23XX STRATFORD AV,39.1272831573623,-84.5218981307779,MALE,BLACK,ADULT,MALE,WHITE,CUF,FAIRVIEW,CUF
-869,07/04/1997 10:05:00 PM,9700519,P971851333,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,14XX RACE ST,39.1106648433756,-84.5168184793918,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
5238,04/05/2010 12:23:00 AM,2010-142672,LCP100405000022,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,8XX W 8TH ST,39.1026932676289,-84.5284363378,MALE,BLACK,ADULT,MALE,BLACK,QUEENSGATE,QUEENSGATE,QUEENSGATE
-375,01/05/1997 05:03:00 PM,9700014,P970050674,DISTRICT 3,9825,CHEMICAL IRRITANT,9XX HAWTHORNE AV,39.1093586020683,-84.5623169916889,MALE,BLACK,UNKNOWN,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
8224,12/09/2015 01:51:00 PM,2015-207953,LCP1512090000740,DISTRICT 5,9826,INJURY TO PRISONER,29XX HENSHAW AV,39.1379343532234,-84.5370800709645,MALE,WHITE,ADULT,MALE,BLACK,CAMP WASHINGTON,CAMP  WASHINGTON,CAMP WASHINGTON
1638,10/06/2005 09:02:00 PM,2005-73789,P052791844,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX RACE ST,39.1149662854756,-84.5171759324647,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
7072,08/27/2013 03:44:00 PM,2013-184158,LCP130827001184,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,29XX WESTBROOK DR,39.1371841067443,-84.5969252096955,MALE,BLACK,JUVENILE,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
1147,05/19/2005 12:28:02 PM,2005-66695,P051390749,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,23XX FERGUSON RD,39.1284324944562,-84.5973106059579,FEMALE,WHITE,ADULT,FEMALE,BLACK,WESTWOOD,WESTWOOD,WESTWOOD
-488,02/23/1997 11:20:00 PM,9700127,P970541082,DISTRICT 3,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1062799723178,-84.5078096587137,FEMALE,WHITE,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-4108,08/27/2000 11:56:00 PM,20000804,P221401241,DISTRICT 4,9825,CHEMICAL IRRITANT,12XX CHAPEL ST,39.1313381976085,-84.4835055759804,FEMALE,BLACK,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
8926,05/26/2017 10:51:00 AM,2017-224999,CPD170526000657,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14XX VINE ST,39.1117565076347,-84.5158290183187,MALE,WHITE,ADULT,FEMALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-636,05/02/1997 02:25:00 AM,9700280,P971220168,DISTRICT 5,9825,CHEMICAL IRRITANT,59XX HAMILTON AV,39.1996309355387,-84.5480873873275,MALE,BLACK,UNKNOWN,FEMALE,WHITE,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
6934,06/11/2013 10:56:00 AM,2013-181616,LCP130611000516,DISTRICT 3,9826,INJURY TO PRISONER,61XX GLENWAY AV,39.1420973982514,-84.6206519642112,MALE,WHITE,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
9834,03/19/2019 10:50:00 AM,2019-245326,CPD190319000542,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,31XX WERK RD,39.1400423071927,-84.6067999598774,MALE,BLACK,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
-442,02/05/1997 04:12:00 AM,9700081,P970360172,DISTRICT 4,9825,CHEMICAL IRRITANT,19XX DALEWOOD PL,39.1756077622738,-84.4609742970591,FEMALE,BLACK,UNKNOWN,MALE,WHITE,BOND HILL,BONDHILL,BOND HILL
9058,08/10/2017 08:19:00 PM,2017-227996,LCP170810001701,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,4XX MISSOURI AV,39.1200279802813,-84.4351824088575,FEMALE,WHITE,ADULT,MALE,WHITE,COLUMBIA TUSCULUM,COLUMBIA / TUSCULUM,COLUMBIA TUSCULUM
2715,10/29/2006 09:00:00 AM,2006-90489,P063020469,DISTRICT 3,8223,WEAPON DISCHARGE AT AN ANIMAL,12XX QUEBEC RD,39.1156843476222,-84.5742041034104,OTHER,UNKNOWN,UNKNOWN,MALE,BLACK,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
2613,09/17/2006 02:37:00 PM,2006-88482,P062600748,DISTRICT 3,9826,INJURY TO PRISONER,15XX TREMONT ST,39.1263638836076,-84.547232633154,MALE,WHITE,ADULT,MALE,WHITE,SOUTH FAIRMOUNT,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT
-306,12/11/1996 08:19:00 PM,9600461,P963460106,DISTRICT 1,9825,CHEMICAL IRRITANT,19XX FREEMAN AV,39.117983319205,-84.5321521038972,MALE,BLACK,UNKNOWN,FEMALE,BLACK,WEST END,WEST  END,WEST END
6296,01/24/2012 02:13:00 PM,2012-165318,LCP120124000807,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,5XX HALE AV,39.1414835924633,-84.4969830174286,MALE,BLACK,JUVENILE,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
2574,07/01/2006 12:22:00 AM,2006-87854,P061801966,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,5XX W LIBERTY ST,39.1129143089419,-84.527993205489,FEMALE,BLACK,ADULT,MALE,WHITE,WEST END,WEST  END,WEST END
-8187,09/02/2004 12:45:00 AM,20040691,P042460050,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14XX STATE AV,39.1119512547908,-84.5507647523045,MALE,WHITE,UNKNOWN,MALE,WHITE,EAST PRICE HILL,LOWER PRICE  HILL,LOWER PRICE HILL
4073,07/05/2008 12:04:00 AM,2008-116828,LCP080704001985,DISTRICT 3,9826,INJURY TO PRISONER,23XX WILDER AV,39.1084891446478,-84.5526038059069,MALE,BLACK,ADULT,MALE,WHITE,LOWER PRICE HILL,LOWER PRICE  HILL,LOWER PRICE HILL
4705,05/25/2009 05:28:00 AM,2009-130771,LCP090525000289,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX DUTCH COLONY DR,39.189667519722,-84.5180943806004,FEMALE,BLACK,ADULT,MALE,WHITE,WINTON HILLS,WINTON HILLS,WINTON HILLS
-7249,09/16/2003 04:18:00 PM,20030674,P032591096,DISTRICT 3,9826,INJURY TO PRISONER,36XX MCHENRY AV,39.1502282293702,-84.5635444335746,MALE,BLACK,UNKNOWN,MALE,TWO OR MORE,EAST WESTWOOD,EAST  WESTWOOD,EAST WESTWOOD
5215,03/10/2010 03:05:00 AM,2010-142161,LCP100210000149,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,36XX LACLEDE AV,39.1129715977287,-84.5728349780592,MALE,BLACK,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
7159,11/07/2013 01:04:00 AM,2013-186178,LCP131107000045,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX W MCMILLAN ST,39.1273628373116,-84.5182734953774,MALE,BLACK,ADULT,MALE,WHITE,CUF,FAIRVIEW,CUF - HEIGHTS
9532,08/24/2018 12:47:00 PM,2018-239395,CPD180824000655,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,36XX EVANSTON AV,39.1450410097455,-84.4620462069582,MALE,BLACK,ADULT,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON
4644,04/28/2009 06:20:00 PM,2009-129601,LCP090428001466,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,36XX WARSAW AV,39.1095826575964,-84.571046814904,MALE,BLACK,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-6087,06/01/2002 10:00:00 PM,20020340,P021521492,DISTRICT 5,9826,INJURY TO PRISONER,17XX CASEY DR,39.1769412544505,-84.5483589780209,MALE,BLACK,UNKNOWN,MALE,BLACK,COLLEGE HILL,NORTHSIDE,NORTHSIDE
1979,02/07/2006 05:35:00 AM,2006-78570,P060380183,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,4XX W 9TH ST,39.1045614944752,-84.5221849648921,MALE,BLACK,ADULT,MALE,WHITE,WEST END,WEST  END,WEST END
6074,08/02/2011 12:57:00 AM,2011-160306,LCP110802000068,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,77XX READING RD,39.2034418677163,-84.454187032417,MALE,BLACK,ADULT,MALE,WHITE,ROSELAWN,ROSELAWN,ROSELAWN
-3371,01/12/2000 01:33:00 AM,20000059,P000120096,DISTRICT 4,9825,CHEMICAL IRRITANT,25XX KEMPER LN,39.1260944101601,-84.4880533082407,MALE,BLACK,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
8829,03/17/2017 03:30:00 AM,2017-222769,LCP170317000154,DISTRICT 1,9826,INJURY TO PRISONER,XX E LIBERTY ST,39.1125070332642,-84.5143502471222,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
2588,09/09/2006 02:53:00 PM,2006-88134,P062520886,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX SUNSET AV,39.1090166318784,-84.5845302373717,MALE,WHITE,ADULT,MALE,BLACK,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
9276,03/05/2018 09:39:00 AM,2018-233926,CPD180305000395,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,19XX FAIRMOUNT AV,39.1307495159325,-84.5593119885808,MALE,WHITE,ADULT,MALE,WHITE,NORTH FAIRMOUNT,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT
